prob,start_date_round
0.8306627701099193,2018-01-19 09:00:00
0.005378597611834493,2018-01-19 09:00:00
1.935668610775217e-10,2018-01-26 00:00:00
0.9804414791613395,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.00013869728371351258,2018-01-26 00:00:00
0.003971175232018654,2018-01-26 00:00:00
7.276296393455773e-13,2018-01-26 00:00:00
2.9171651771896763e-10,2018-01-26 00:00:00
0.9999997007154663,2018-01-26 00:00:00
1.935668610775217e-10,2018-01-26 00:00:00
0.00037904522675405016,2018-01-26 00:00:00
0.00037904522675405016,2018-01-26 00:00:00
2.9916373822046467e-07,2018-01-26 00:00:00
2.7477149015807157e-12,2018-01-26 03:00:00
3.0470909981305875e-13,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
1.1808738839334658e-10,2018-01-26 03:00:00
1.055984718330096e-05,2018-01-26 03:00:00
4.790088973404558e-13,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
2.7017259214368966e-11,2018-01-26 03:00:00
0.001522624322667333,2018-01-26 03:00:00
4.851757315591924e-06,2018-01-26 03:00:00
4.851757315591924e-06,2018-01-26 03:00:00
4.851757315591924e-06,2018-01-26 03:00:00
4.851757315591924e-06,2018-01-26 03:00:00
4.851757315591924e-06,2018-01-26 03:00:00
2.085905350059157e-08,2018-01-26 03:00:00
4.851757315591924e-06,2018-01-26 03:00:00
2.7017259214368966e-11,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
6.512914351409065e-06,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
8.928439446544978e-11,2018-01-26 03:00:00
1.8926831053984772e-05,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
2.7017259214368966e-11,2018-01-26 03:00:00
0.06384570721958818,2018-01-26 03:00:00
2.9916373822046467e-07,2018-01-26 03:00:00
1.0365130982258416e-07,2018-01-26 03:00:00
1.0365130982258416e-07,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
2.688505287266814e-13,2018-01-26 03:00:00
2.2073173037774155e-06,2018-01-26 03:00:00
1.3456687481062278e-10,2018-01-26 03:00:00
2.950615279876999e-09,2018-01-26 03:00:00
2.7017259214368966e-11,2018-01-26 03:00:00
2.7017259214368966e-11,2018-01-26 03:00:00
9.17085381521144e-05,2018-01-26 03:00:00
1.6032231365448676e-11,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
0.00013869728371351258,2018-01-26 03:00:00
3.663595296799643e-12,2018-01-26 03:00:00
1.6224177051465777e-07,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
0.00013869728371351258,2018-01-26 06:00:00
2.8387158125553393e-05,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
0.00013869728371351258,2018-01-26 06:00:00
7.804928890355365e-14,2018-01-26 06:00:00
1.6032231365448676e-11,2018-01-26 06:00:00
1.923663278869719e-07,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.7017259214368966e-11,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
1.6032231365448676e-11,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.9916373822046467e-07,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.8387158125553393e-05,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
8.928439446544978e-11,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.9171651771896763e-10,2018-01-26 06:00:00
0.28695831953865886,2018-01-26 06:00:00
2.9171651771896763e-10,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
0.00013869728371351258,2018-01-26 06:00:00
1.027177699623655e-06,2018-01-26 06:00:00
1.0365130982258416e-07,2018-01-26 06:00:00
1.0365130982258416e-07,2018-01-26 06:00:00
0.11252330818255625,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
1.6032231365448676e-11,2018-01-26 06:00:00
5.238247567416415e-11,2018-01-26 06:00:00
1.731176609578027e-05,2018-01-26 06:00:00
3.3910002651932677e-08,2018-01-26 06:00:00
1.0365130982258416e-07,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
2.7017259214368966e-11,2018-01-26 06:00:00
6.724317028611756e-11,2018-01-26 06:00:00
2.5067022783553368e-06,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
5.42331443631357e-10,2018-01-26 06:00:00
2.5722697409507843e-11,2018-01-26 06:00:00
3.663595296799643e-12,2018-01-26 06:00:00
1.3770785536854067e-12,2018-01-26 06:00:00
1.8926831053984772e-05,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
8.516041106558052e-09,2018-01-26 06:00:00
2.9916373822046467e-07,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
6.8163690843791365e-09,2018-01-26 06:00:00
1.0365130982258416e-07,2018-01-26 06:00:00
6.8163690843791365e-09,2018-01-26 06:00:00
4.128758421648085e-11,2018-01-26 06:00:00
1.7248583869455632e-07,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
1.7248583869455632e-07,2018-01-26 06:00:00
5.119375882046118e-05,2018-01-26 06:00:00
0.00013869728371351258,2018-01-26 06:00:00
0.06384570721958818,2018-01-26 06:00:00
7.804928890355365e-14,2018-01-26 06:00:00
4.128758421648085e-11,2018-01-26 06:00:00
1.5393935645985554e-07,2018-01-26 06:00:00
4.851757315591924e-06,2018-01-26 06:00:00
4.851757315591924e-06,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
4.851757315591924e-06,2018-01-26 06:00:00
4.851757315591924e-06,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
0.00013869728371351258,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
0.00013869728371351258,2018-01-26 06:00:00
5.685744931901955e-09,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.592885727735868e-10,2018-01-26 06:00:00
1.1808738839334658e-10,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
4.851757315591924e-06,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
3.663595296799643e-12,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
3.663595296799643e-12,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
5.685744931901955e-09,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
